# Rime user dictionary
#@/db_name	wanxiang_pro
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	10509
#@/user_id	arsiendle_pc
a;ka 	啊	c=9 d=1.45172 t=10509
diàn;ag,og lì;gp diàn;ag,og zǐ;aa,vh 	电力电子	c=0 d=0.0843665 t=10509
diàn;ag,og lì;gp diàn;ag,og zǐ;aa,vh hé;hk diàn;ag,og lì;gp tuō;fy dòng;ly,yl kòng;fk zhì;dg,dv xì;ps tǒng;si de;bu 	电力电子和电力拖动控制系统的	c=1 d=0.847894 t=10509
diàn;ag,og lì;gp tuō;fy dòng;ly,yl 	电力拖动	c=0 d=0.0843665 t=10509
diàn;ag,og nǎo;ox 	电脑	c=8 d=2.44468 t=10509
diàn;ag,og nǎo;ox shàng;aa,ba 	电脑上	c=1 d=0.0200405 t=10509
diào;fv 	掉	c=4 d=1.0566 t=10509
diào;fv de;bu 	掉的	c=1 d=0.286505 t=10509
diào;yv huàn;fh 	调换	c=3 d=0.0328495 t=10509
diào;yv yòng;kf 	调用	c=1 d=0.847894 t=10509
diū;pq,ps 	丢	c=1 d=8.76574e-10 t=10509
diū;pq,ps de;bu 	丢的	c=1 d=0.771052 t=10509
diū;pq,ps qì;cw,wc 	丢弃	c=3 d=1.5973 t=10509
diū;pq,ps rén;pd 	丢人	c=0 d=0.000364281 t=10509
diǎn;hv 	点	c=6 d=0.594526 t=10509
diǎn;hv dào;dv 	点到	c=1 d=0.278037 t=10509
diǎn;hv jìn;zj lái;am,wb 	点进来	c=1 d=0.88692 t=10509
diǎn;hv jìn;zj qù;ts 	点进去	c=0 d=0.0408608 t=10509
diǎn;hv jī;aa,eu,fk 	点击	c=11 d=0.389192 t=10509
diǎn;hv jī;aa,eu,fk shì;aa jiàn;rn 	点击事件	c=1 d=0.286505 t=10509
diǎn;hv le;aa,vu 	点了	c=1 d=6.22097e-05 t=10509
diǎn;hv shàng;aa,ba 	点上	c=1 d=5.97704e-05 t=10509
diǎn;hv tōng;zy pèi;yj mó;mm shì;gy,yg 	点通配模式	c=1 d=0.50409 t=10509
diǎn;hv zhé;fj 	点折	c=1 d=0.0389686 t=10509
diǎn;hv zàn;bx 	点赞	c=2 d=1.47831 t=10509
duàn;ja,jm,jv le;aa,vu 	断了	c=1 d=0.255381 t=10509
duàn;ja,jm,jv wǎng;ki 	断网	c=1 d=0.000107825 t=10509
duàn;ja,jm,jv yán;da,dk,wk 	断言	c=2 d=1.02711 t=10509
duì;cy,yc 	对	c=16 d=2.06364 t=10509
duì;cy,yc a;ka 	对啊	c=2 d=0.723564 t=10509
duì;cy,yc ba;kb 	对吧	c=1 d=0.251579 t=10509
duì;cy,yc bú;ad,ax duì;cy,yc 	对不对	c=1 d=0.0350844 t=10509
duì;cy,yc bǐ;bb 	对比	c=2 d=0.926369 t=10509
duì;cy,yc bǐ;bb yí;aa xià;ab,ad 	对比一下	c=1 d=0.000608205 t=10509
duì;cy,yc de;bu 	对的	c=6 d=0.771645 t=10509
duì;cy,yc duì;cy,yc duì;cy,yc 	对对对	c=0 d=0.00393602 t=10509
duì;cy,yc jū;qq 	对狙	c=1 d=0.000116223 t=10509
duì;cy,yc ma;km 	对吗	c=4 d=0.845639 t=10509
duì;cy,yc me;ps 	对么	c=1 d=0.353455 t=10509
duì;cy,yc qí;wa,wp 	对齐	c=1 d=0.600496 t=10509
duì;cy,yc wǒ;pd,pp 	对我	c=4 d=0.102844 t=10509
duì;cy,yc wǒ;pd,pp lái;am,wb shuō;yd 	对我来说	c=1 d=0.755784 t=10509
duì;cy,yc xiàng;du,pd,ua 	对象	c=1 d=0.0308594 t=10509
duì;cy,yc ya;ky 	对呀	c=4 d=0.574072 t=10509
duì;cy,yc yìng;ga 	对应	c=4 d=0.00197516 t=10509
duì;cy,yc zhào;hv 	对照	c=1 d=6.625e-10 t=10509
duì;er yǒu;yu,uy 	队友	c=3 d=0.979153 t=10509
duān;le kǒu;aa 	端口	c=2 d=0.00364865 t=10509
duō;xx 	多	c=7 d=1.09486 t=10509
duō;xx chóng;pa,ql 	多重	c=1 d=0.00425356 t=10509
duō;xx dà;ad le;aa,vu 	多大了	c=1 d=0.00414854 t=10509
duō;xx gè;ra,pa 	多个	c=5 d=0.637575 t=10509
duō;xx gōng;gl,lg néng;sb 	多功能	c=1 d=0.0294518 t=10509
duō;xx háng;xd,xi 	多行	c=0 d=0.0496585 t=10509
duō;xx háng;xd,xi mó;mm shì;gy,yg 	多行模式	c=1 d=0.499074 t=10509
duō;xx hǎo;nz 	多好	c=1 d=0.00375375 t=10509
duō;xx kuī;ak,eg le;aa,vu 	多亏了	c=1 d=0.000796726 t=10509
duō;xx le;aa,vu 	多了	c=1 d=1.17411e-06 t=10509
duō;xx ma;km 	多吗	c=1 d=0.00514361 t=10509
duō;xx shǎo;xp 	多少	c=2 d=1.05099 t=10509
duō;xx xuǎn;zx 	多选	c=2 d=0.828241 t=10509
duō;xx xuǎn;zx tí;uy,yu 	多选题	c=1 d=0.697676 t=10509
duō;xx yì;di,id cí;ys 	多义词	c=1 d=0.25284 t=10509
duō;xx yí;aa cì;dq 	多一次	c=1 d=0.254107 t=10509
duō;xx yú;rb,rd,rh 	多余	c=14 d=1.62762 t=10509
duǎn;ud 	短	c=1 d=0.479505 t=10509
duǎn;ud yǔ;yw 	短语	c=3 d=0.716032 t=10509
dà;ad 	大	c=3 d=0.854841 t=10509
dà;ad bù;ek,ep fèn;bd,db 	大部分	c=1 d=0.0117959 t=10509
dà;ad bù;ek,ep fēn;bd,db rén;pd 	大部分人	c=1 d=0.852144 t=10509
dà;ad duō;xx shù;wl 	大多数	c=1 d=0.000135032 t=10509
dà;ad jiā;bu 	大家	c=1 d=0.0432828 t=10509
dà;ad liàng;ol 	大量	c=1 d=0.429557 t=10509
dà;ad lǎo;rl 	大佬	c=27 d=1.83899 t=10509
dà;ad lǎo;rl de;bu 	大佬的	c=1 d=0.143704 t=10509
dà;ad shī;ab,aj,db,dj 	大师	c=1 d=0.254107 t=10509
dà;ad sì;aa,ke 	大四	c=1 d=0.348192 t=10509
dà;ad wén;wi,dd jiàn;rn 	大文件	c=1 d=0.782705 t=10509
dà;ad xiě;by 	大写	c=2 d=0.657047 t=10509
dà;ad xiǎo;ad 	大小	c=4 d=2.53499 t=10509
dà;ad xiǎo;ad xiě;by 	大小写	c=2 d=0.575948 t=10509
dà;ad yùn;zy 	大运	c=1 d=0.927743 t=10509
dài;jb lái;am,wb 	带来	c=3 d=0.873733 t=10509
dài;jb wǒ;pd,pp 	带我	c=1 d=0.927743 t=10509
dài;ry lǐ;wl 	代理	c=3 d=1.77847 t=10509
dài;ry mǎ;um 	代码	c=55 d=2.62626 t=10509
dài;ry mǎ;um biān;sb chéng;hi 	代码编程	c=1 d=0.0183156 t=10509
dài;ry mǎ;um de;bu 	代码的	c=1 d=0.105399 t=10509
dài;ry mǎ;um lǐ;aa,tt 	代码里	c=1 d=0.355226 t=10509
dài;ry mǎ;um zhōng;aa,ka 	代码中	c=1 d=0.349938 t=10509
dài;ry zuò;rg 	代做	c=1 d=0.153355 t=10509
dàn;rd 	但	c=22 d=1.66066 t=10509
dàn;rd shì;op,ov 	但是	c=33 d=1.00351 t=10509
dàn;rd shì;op,ov nǐ;re bú;ad,ax shì;op,ov 	但是你不是	c=1 d=0.0184074 t=10509
dàn;rd wǒ;pd,pp 	但我	c=1 d=0.0181334 t=10509
dàn;yy shēng;na 	诞生	c=1 d=0.000393669 t=10509
dàng;xx chéng;gg,wg 	当成	c=1 d=0.412714 t=10509
dào;dv 	到	c=24 d=1.52364 t=10509
dào;dv chù;wb zhǎo;fg 	到处找	c=0 d=0.0110803 t=10509
dào;dv chù;wb zhǎo;fg zhǎo;fg 	到处找找	c=1 d=0.111359 t=10509
dào;dv dǐ;gd 	到底	c=3 d=1.23419 t=10509
dào;dv le;aa,vu 	到了	c=1 d=0.0291588 t=10509
dào;dv shí;oc hòu;ru 	到时候	c=2 d=0.865835 t=10509
dào;zu tīng;kj tú;zy shuō;yd 	道听途说	c=1 d=0.307279 t=10509
dá;vh 	答	c=1 d=0.790571 t=10509
dá;vh tí;uy,yu 	答题	c=1 d=0.00227676 t=10509
dá;vh àn;bm,ma 	答案	c=42 d=2.97481 t=10509
dá;vh àn;bm,ma kuàng;mk 	答案框	c=1 d=0.292293 t=10509
dá;vh àn;bm,ma qū;ki 	答案区	c=2 d=0.101358 t=10509
dé;xc 	得	c=2 d=0.481909 t=10509
dé;xc dào;dv 	得到	c=3 d=0.0206508 t=10509
dé;xc le;aa,vu 	得了	c=4 d=1.0837 t=10509
dì;jb,wj,lj 	帝	c=2 d=0.859126 t=10509
dì;ty fāng;dg,wd,dp,dw 	地方	c=6 d=0.819934 t=10509
dì;vp 	第	c=18 d=2.91858 t=10509
dì;vp jǐ;py gè;ra,pa 	第几个	c=1 d=0.139018 t=10509
dì;vp jǐ;py gè;ra,pa zì;bz 	第几个字	c=1 d=0.238116 t=10509
dì;vp liù;wb,dd,db bù;vx 	第六步	c=1 d=0.324652 t=10509
dì;vp sì;aa,ke háng;xd,xi 	第四行	c=1 d=0.0216013 t=10509
dì;vp sì;aa,ke shēng;um 	第四声	c=1 d=5.4626e-05 t=10509
dì;vp sān;aa shēng;um 	第三声	c=1 d=9.46807e-05 t=10509
dì;vp yī;aa bǐ;vm 	第一笔	c=2 d=0.0111556 t=10509
dì;vp yī;aa cì;dq 	第一次	c=5 d=0.45773 t=10509
dì;vp yī;aa fèn;rf 	第一份	c=1 d=0.000884932 t=10509
dì;vp yī;aa gè;ra,pa 	第一个	c=6 d=0.588623 t=10509
dì;vp yī;aa gè;ra,pa zì;bz 	第一个字	c=5 d=1.81395 t=10509
dì;vp yī;aa wèi;rl 	第一位	c=2 d=0.452277 t=10509
dì;vp èr;aa fèn;rf 	第二份	c=1 d=0.000902809 t=10509
dì;vp èr;aa gè;ra,pa 	第二个	c=6 d=0.332963 t=10509
dì;vp èr;aa jù;gk,kg,pk huà;yu 	第二句话	c=1 d=0.442639 t=10509
dì;vp èr;aa shēng;um 	第二声	c=1 d=5.35444e-05 t=10509
dìng;bp 	定	c=3 d=0.114178 t=10509
dìng;bp wèi;rl 	定位	c=2 d=0.00105032 t=10509
dìng;bp wèi;rl bù;ad,ax liǎo;aa,vu le;aa,vu 	定位不了了	c=1 d=0.000236397 t=10509
dìng;bp zì;bz 	定字	c=5 d=0.933575 t=10509
dìng;bp zì;bz cí;ys 	定字词	c=1 d=6.03711e-05 t=10509
dìng;yd zhèng;av 	订正	c=1 d=0.701173 t=10509
dòng;ly,yl 	动	c=1 d=6.77287e-05 t=10509
dòng;ly,yl tài;xt 	动态	c=1 d=0.438235 t=10509
dòng;ly,yl tài;xt tiáo;yv pín;yb 	动态调频	c=2 d=0.0118579 t=10509
dòu;aa,aq bāo;gs 	豆包	c=1 d=0.0443785 t=10509
dòu;zd hào;kk 	逗号	c=1 d=0.852144 t=10509
dùn;yt hào;kk 	顿号	c=1 d=0.0257325 t=10509
dùn;yt wù;xw 	顿悟	c=1 d=7.30037e-05 t=10509
dú;qi lì;da 	独立	c=2 d=0.745107 t=10509
dú;qi lì;da chuāng;xx,bx kǒu;aa 	独立窗口	c=1 d=0.348193 t=10509
dú;ym qǔ;ey,ye 	读取	c=1 d=0.0149208 t=10509
dú;ym shū;ad,vd 	读书	c=1 d=0.0875977 t=10509
dú;ym wán;by 	读完	c=1 d=0.0350844 t=10509
dú;ym yīn;lo 	读音	c=0 d=0.00057417 t=10509
dú;ym zhě;lo,ol 	读者	c=1 d=0.105399 t=10509
dān;ba,bd chún;st 	单纯	c=4 d=0.294022 t=10509
dān;ba,bd cí;ys biān;zl jiè;tj 	单词边界	c=1 d=0.404542 t=10509
dān;ba,bd dú;qi 	单独	c=4 d=1.44534 t=10509
dān;ba,bd gè;ra,pa 	单个	c=2 d=0.793162 t=10509
dān;ba,bd háng;xd,xi 	单行	c=2 d=1.04697 t=10509
dān;ba,bd mǎ;um 	单码	c=1 d=0.0183156 t=10509
dān;ba,bd piàn;pa,pv jī;mj 	单片机	c=3 d=0.00311412 t=10509
dān;fd bǎo;rd 	担保	c=1 d=0.075774 t=10509
dāng;xx 	当	c=9 d=0.854176 t=10509
dāng;xx qián;bd,qd 	当前	c=1 d=0.143704 t=10509
dāng;xx shí;oc 	当时	c=2 d=0.0265162 t=10509
dēng;dd 	登	c=1 d=0.00778933 t=10509
děi;xc 	得	c=5 d=0.571209 t=10509
děi;xc yòng;kf 	得用	c=1 d=0.0642483 t=10509
děng;vs 	等	c=6 d=0.215319 t=10509
děng;vs dài;xs 	等待	c=1 d=0.244143 t=10509
děng;vs děng;vs 	等等	c=10 d=0.980763 t=10509
děng;vs wǒ;pd,pp 	等我	c=1 d=0.254107 t=10509
děng;vs yāo;oy 	等腰	c=1 d=0.301194 t=10509
dōng;ad,qx xi;aa 	东西	c=3 d=0.0824965 t=10509
dōu;ev 	都	c=35 d=1.93296 t=10509
dōu;ev bèi;yp 	都被	c=1 d=0.0478349 t=10509
dōu;ev bù;ad,ax néng;sb 	都不能	c=2 d=4.57729e-06 t=10509
dōu;ev bú;ad,ax zuò;rg 	都不做	c=1 d=0.0395575 t=10509
dōu;ev děi;xc 	都得	c=1 d=7.89201e-10 t=10509
dōu;ev dǎ;fd 	都打	c=1 d=4.90792e-10 t=10509
dōu;ev jiào;kj 	都叫	c=2 d=0.767763 t=10509
dōu;ev kě;dk yǐ;rd,ry 	都可以	c=1 d=5.9349e-10 t=10509
dōu;ev lǎn;xl 	都懒	c=1 d=0.631284 t=10509
dōu;ev méi;du 	都没	c=1 d=0.151072 t=10509
dōu;ev shì;op,ov 	都是	c=17 d=2.85615 t=10509
dōu;ev yí;aa yàng;my 	都一样	c=1 d=0.423162 t=10509
dōu;ev yòng;kf 	都用	c=2 d=0.467666 t=10509
dōu;ev yǒu;ou,uo 	都有	c=2 d=0.97531 t=10509
dōu;ev zhǐ;kb 	都只	c=0 d=0.0179066 t=10509
dōu;ev zhǐ;kb huì;ry 	都只会	c=1 d=0.179964 t=10509
dǎ;fd 	打	c=17 d=1.77179 t=10509
dǎ;fd bù;ad,ax kāi;ac 	打不开	c=1 d=0.0124007 t=10509
dǎ;fd chéng;gg,wg 	打成	c=1 d=0.0132999 t=10509
dǎ;fd dào;dv yí;aa bàn;bf 	打到一半	c=1 d=0.000337144 t=10509
dǎ;fd jù;gk,kg,pk zi;aa,vh 	打句子	c=1 d=0.00099776 t=10509
dǎ;fd kāi;ac 	打开	c=5 d=1.48028 t=10509
dǎ;fd luàn;ug 	打乱	c=1 d=0.0359725 t=10509
dǎ;fd mǎ;um 	打码	c=1 d=0.941765 t=10509
dǎ;fd quán;rw 	打全	c=1 d=0.0137049 t=10509
dǎ;fd suàn;vc 	打算	c=2 d=0.079659 t=10509
dǎ;fd wǎ;ad 	打瓦	c=1 d=7.06993e-10 t=10509
dǎ;fd yí;aa biàn;zb 	打一遍	c=1 d=0.00264522 t=10509
dǎ;fd yí;aa jù;gk,kg,pk huà;yu 	打一句话	c=1 d=0.193013 t=10509
dǎ;fd zhè;zw jù;gk,kg,pk huà;yu 	打这句话	c=1 d=0.19398 t=10509
dǎ;fd zì;bz 	打字	c=6 d=0.310158 t=10509
dǎng;xx,dx,ek 	党	c=0 d=0.0179964 t=10509
dǎo;cs,sc chū;ck,aa 	导出	c=11 d=0.796283 t=10509
dǎo;cs,sc zhì;wv 	导致	c=19 d=1.17583 t=10509
dǐ;gd céng;uy 	底层	c=1 d=1.60081e-06 t=10509
dǐng;dy,yd bù;ek,ep 	顶部	c=1 d=0.0122161 t=10509
dǐng;dy,yd duō;xx 	顶多	c=1 d=0.00155699 t=10509
dǒng;xd 	懂	c=2 d=0.0485578 t=10509
dǒng;xd la;kl 	懂啦	c=1 d=0.183599 t=10509
dǒu;fd yīn;lo 	抖音	c=5 d=1.67121 t=10509
fàng;wf,fw 	放	c=3 d=1.84772 t=10509
fàng;wf,fw nǎ;kn 	放哪	c=1 d=0.516851 t=10509
fàng;wf,fw qì;cw,wc 	放弃	c=2 d=0.796044 t=10509
fàng;wf,fw zhe;yo 	放着	c=2 d=0.0880883 t=10509
fàng;wf,fw zài;ta,ut 	放在	c=6 d=0.367472 t=10509
fá;sd chāo;fu 	罚抄	c=0 d=3.11223e-05 t=10509
fá;sd chāo;fu yí;aa biàn;zb 	罚抄一遍	c=1 d=0.000312784 t=10509
fán;hy 	烦	c=1 d=0.346456 t=10509
fán;hy sǐ;db le;aa,vu 	烦死了	c=1 d=0.878095 t=10509
fán;sm tǐ;rb 	繁体	c=1 d=0.0023461 t=10509
fáng;ef zhǐ;aa 	防止	c=1 d=0.000581442 t=10509
fèng;jy 	凤	c=1 d=0.00538036 t=10509
fó;rf shǒu;pa,ub 	佛手	c=1 d=0.00384878 t=10509
fù;bw zhí;rv 	赋值	c=1 d=0.351692 t=10509
fù;db zé;bf,fb 	负责	c=1 d=0.0992613 t=10509
fù;df,dt zuò;rv yòng;kf 	副作用	c=1 d=0.071719 t=10509
fù;pw,rw,wo kè;dh 	复刻	c=1 d=0.0867261 t=10509
fù;pw,rw,wo xí;ga 	复习	c=1 d=0.00177315 t=10509
fù;pw,rw,wo zhì;dg,dv 	复制	c=9 d=0.829321 t=10509
fù;pw,rw,wo zhì;dg,dv le;aa,vu 	复制了	c=1 d=0.144424 t=10509
fù;pw,rw,wo zhì;dg,dv zhān;mv tiē;bv 	复制粘贴	c=1 d=1 t=10435
fù;pw,rw,wo zá;jm,mj le;aa,vu 	复杂了	c=1 d=1.98478e-06 t=10509
fù;xf gài;my,ym 	覆盖	c=25 d=9.77038 t=10509
fú;ff 	拂	c=1 d=0.00390694 t=10509
fú;jf,jt dù;gy 	幅度	c=1 d=0.187308 t=10509
fú;oy 	服	c=2 d=0.18895 t=10509
fú;oy wù;wl 	服务	c=2 d=0.729818 t=10509
fú;vf hào;kk 	符号	c=3 d=1.80719 t=10509
fú;vf hé;rk 	符合	c=2 d=0.0509786 t=10509
fā;ay,fd,vy,yd 	发	c=3 d=0.458461 t=10509
fā;ay,fd,vy,yd de;bu 	发的	c=1 d=0.187308 t=10509
fā;ay,fd,vy,yd gè;ra,pa 	发个	c=1 d=6.03711e-05 t=10509
fā;ay,fd,vy,yd gěi;sh nǐ;re 	发给你	c=1 d=0.0156858 t=10509
fā;ay,fd,vy,yd la;kl 	发啦	c=1 d=0.774916 t=10509
fā;ay,fd,vy,yd le;aa,vu 	发了	c=1 d=0.218712 t=10509
fā;ay,fd,vy,yd shēng;na 	发生	c=1 d=0.00113627 t=10509
fā;ay,fd,vy,yd xiàn;wj 	发现	c=13 d=1.38668 t=10509
fā;ay,fd,vy,yd yí;aa xià;ab,ad 	发一下	c=1 d=0.0281559 t=10509
fā;ay,fd,vy,yd yīn;lo 	发音	c=1 d=0.00600598 t=10509
fān;tb,pt,tm qié;cj 	番茄	c=1 d=0.064894 t=10509
fān;yf dào;dv 	翻到	c=1 d=0.759572 t=10509
fān;yf le;aa,vu 	翻了	c=1 d=0.0675424 t=10509
fān;yf yè;ab 	翻页	c=4 d=0.0167852 t=10509
fān;yf yè;ab le;aa,vu 	翻页了	c=1 d=0.00331267 t=10509
fāng;dg,wd,dp,dw biàn;rg 	方便	c=6 d=0.265286 t=10509
fāng;dg,wd,dp,dw shì;gy,yg 	方式	c=1 d=0.0850088 t=10509
fāng;dg,wd,dp,dw xiàng;pk jiàn;jj 	方向键	c=1 d=0.122456 t=10509
fāng;dg,wd,dp,dw àn;bm,ma 	方案	c=12 d=1.86397 t=10509
fēi;aa 	非	c=4 d=1.02806 t=10509
fēi;aa bǔ;ff huò;cq zǔ;sq 	非捕获组	c=1 d=0.396531 t=10509
fēi;aa wǒ;pd,pp suǒ;hj,jh yuàn;xy 	非我所愿	c=0 d=5.72785e-05 t=10509
fēi;aa yào;xn 	非要	c=1 d=0.117655 t=10509
fēi;yd chū;ck,aa qù;ts 	飞出去	c=1 d=0.00126207 t=10509
fēi;yd dào;dv 	飞到	c=1 d=1.50759e-06 t=10509
fēn;bd,db bié;dl 	分别	c=1 d=0.511709 t=10509
fēn;bd,db cí;ys 	分词	c=1 d=5.10822e-10 t=10509
fēn;bd,db kāi;ac 	分开	c=2 d=0.860708 t=10509
fēn;bd,db xiǎng;wz,zk 	分享	c=1 d=0.733447 t=10509
fēn;bd,db xiǎng;wz,zk yí;aa xià;ab,ad 	分享一下	c=1 d=0.00086741 t=10509
fēn;bd,db xī;mj 	分析	c=3 d=0.95148 t=10509
fēn;bd,db zhí;rv 	分值	c=1 d=0.00121866 t=10509
fēn;qf wéi;kw gǎn;xx 	氛围感	c=1 d=0.408608 t=10509
fēng;ji 	风	c=1 d=0.00527382 t=10509
fěn;mf sī;aa 	粉丝	c=1 d=0.218712 t=10509
fǎ;dq 	法	c=2 d=0.445112 t=10509
fǎn;py 	反	c=0 d=0.0516851 t=10509
fǎn;py chá;md 	反查	c=3 d=0.782705 t=10509
fǎn;py fù;pw,rw,wo 	反复	c=1 d=0.00177315 t=10509
fǎn;py kuì;ug 	反馈	c=2 d=0.104407 t=10509
fǎn;py rén;pd lèi;md 	反人类	c=1 d=0.0265162 t=10509
fǎn;py tān;bj,rb lán;nl mó;mm shì;gy,yg 	反贪婪模式	c=1 d=0.519442 t=10509
fǎn;py yìng;ga 	反应	c=1 d=7.4107e-05 t=10509
fǎn;py zhà;yv 	反诈	c=0 d=8.12821e-05 t=10509
fǎn;py zhà;yv yǔ;aa 	反诈与	c=1 d=0.000816895 t=10509
fǎn;py zhèng;av 	反正	c=4 d=0.708791 t=10509
fǎn;py zhí;aa,uq jué;dj,jb 	反直觉	c=3 d=0.0306775 t=10509
fǎn;py ér;aa 	反而	c=4 d=0.66034 t=10509
fǎng;rf zhēn;uj 	仿真	c=1 d=0.852144 t=10509
fǒu;kb dìng;bp 	否定	c=3 d=0.00503772 t=10509
fǔ;if 	辅	c=0 d=0.00031042 t=10509
fǔ;if zhù;lq,ql 	辅助	c=1 d=0.0160767 t=10509
fǔ;if zhù;lq,ql mǎ;um 	辅助码	c=22 d=3.35601 t=10509
fǔ;if zhù;lq,ql yǐn;ga dǎo;cs,sc 	辅助引导	c=1 d=0.0298969 t=10509
guà;fg 	挂	c=2 d=0.0343896 t=10509
guà;fg jiē;fq 	挂接	c=2 d=0.0014795 t=10509
guà;fg zǎi;gi,ig 	挂载	c=1 d=0.57695 t=10509
guò;zc 	过	c=5 d=0.990891 t=10509
guò;zc dào;zu shàng;aa,ba 	过道上	c=1 d=0.946485 t=10509
guò;zc hòu;pk 	过后	c=1 d=0.0244775 t=10509
guò;zc le;aa,vu 	过了	c=0 d=1.57698e-07 t=10509
guò;zc lái;am,wb 	过来	c=1 d=7.44785e-05 t=10509
guò;zc qù;ts 	过去	c=0 d=7.73179e-05 t=10509
guò;zc qī;oq,qo le;aa,vu 	过期了	c=1 d=0.00238156 t=10509
guó;ky dào;zu shàng;aa,ba 	国道上	c=1 d=0.951229 t=10509
guó;ky wài;xb 	国外	c=1 d=0.0273237 t=10509
guān;bt,qd bì;mc 	关闭	c=2 d=0.0234204 t=10509
guān;bt,qd diào;fv 	关掉	c=1 d=6.55908e-10 t=10509
guān;bt,qd jiàn;jj zì;bz 	关键字	c=1 d=0.839457 t=10509
guān;bt,qd jī;mj 	关机	c=1 d=0.0124629 t=10509
guān;bt,qd yú;aa 	关于	c=6 d=0.76729 t=10509
guān;bt,qd zhù;dv 	关注	c=2 d=0.000121372 t=10509
guāng;ea,xw biāo;mu 	光标	c=4 d=0.158152 t=10509
guī;fj,jf zé;bd,db 	规则	c=1 d=0.011109 t=10509
guī;mg mì;ib,bi 	闺蜜	c=1 d=1 t=10509
guō;ex qí;lq lín;ll 	郭麒麟	c=2 d=0.0577479 t=10509
guǎn;vg 	管	c=2 d=0.0125254 t=10509
guǎn;vg nà;el 	管那	c=0 d=0.0932394 t=10509
guǎn;vg zhè;zw 	管这	c=0 d=0.0932394 t=10509
guǎn;vg zhè;zw guǎn;vg nà;el 	管这管那	c=1 d=0.937067 t=10509
guǎng;dp 	广	c=1 d=0.386741 t=10509
guǎng;dp gào;kn,nk 	广告	c=1 d=0.16696 t=10509
guǎng;dp zì;bz 	广字	c=0 d=0.038868 t=10509
guǎng;dp zì;bz tóu;dd 	广字头	c=1 d=0.390628 t=10509
guǐ;yw yì;cs,sc 	诡异	c=1 d=0.109701 t=10509
guǒ;ad,tm hé;mh 	果核	c=1 d=0.0224829 t=10509
guǒ;ad,tm miē;ky 	果咩	c=1 d=0.000987829 t=10509
guǒ;ad,tm rán;hq 	果然	c=4 d=1.04187 t=10509
gài;mj bù;ad,ax 	概不	c=0 d=0.000690853 t=10509
gài;mj bù;ad,ax míng;oo bái;pa,po 	概不明白	c=1 d=0.00694315 t=10509
gài;mj niàn;xj 	概念	c=2 d=0.0349094 t=10509
gàn;aa 	干	c=1 d=0.000319102 t=10509
gàn;aa má;km 	干嘛	c=2 d=0.146713 t=10509
gàn;aa má;km gàn;aa má;km 	干嘛干嘛	c=1 d=0.0138427 t=10509
gàn;aa shá;ku 	干啥	c=2 d=0.83527 t=10509
gàn;aa shén;ru me;ps 	干什么	c=3 d=0.691584 t=10509
gào;kn,nk sù;yi 	告诉	c=2 d=0.140858 t=10509
gào;kn,nk sù;yi wǒ;pd,pp 	告诉我	c=2 d=0.511709 t=10509
gè;ra,pa 	个	c=50 d=3.03331 t=10509
gè;ra,pa rén;pd 	个人	c=4 d=0.91854 t=10509
gè;wk yǒu;ou,uo 	各有	c=1 d=0.267135 t=10509
gè;wk zhǒng;hv gè;wk yàng;my 	各种各样	c=1 d=0.687289 t=10509
gèng;ad,ag 	更	c=4 d=0.960789 t=10509
gèng;ad,ag bù;ad,ax néng;sb 	更不能	c=1 d=0.847894 t=10509
gèng;ad,ag hǎo;nz 	更好	c=2 d=0.0880404 t=10509
gèng;ad,ag lǎn;xl 	更懒	c=0 d=0.00784731 t=10509
gèng;ad,ag lǎn;xl le;aa,vu 	更懒了	c=1 d=0.0788664 t=10509
gèng;ad,ag sāo;mi,mz 	更骚	c=1 d=0.000387808 t=10509
gèng;ad,ag xiàng;rx shì;op,ov 	更像是	c=1 d=0.70822 t=10509
gèng;ad,ag xíng;xd,xi 	更行	c=2 d=0.267141 t=10509
gèng;ad,ag yōu;ry 	更优	c=1 d=0.458406 t=10509
gé;eg lí;ws,wl 	隔离	c=1 d=0.000139144 t=10509
gé;mg shì;gy,yg 	格式	c=18 d=3.12062 t=10509
gòng;bc,cb yòng;kf 	共用	c=1 d=0.000309671 t=10509
gòu;jd,xj dà;ad 	够大	c=1 d=0.000925663 t=10509
gòu;jd,xj le;aa,vu 	够了	c=1 d=0.241714 t=10509
gù;kg dìng;bp 	固定	c=3 d=0.654489 t=10509
gāi;yh 	该	c=10 d=2.68067 t=10509
gāi;yh biǎo;fy 	该表	c=1 d=0.0161635 t=10509
gāi;yh bú;ad,ax huì;ry 	该不会	c=1 d=7.5227e-05 t=10509
gāi;yh gàn;aa shén;ru me;ps 	该干什么	c=1 d=0.0231853 t=10509
gāi;yh jiào;kj 	该叫	c=1 d=3.25714e-10 t=10509
gān;aa jìng;dv 	干净	c=2 d=0.0338776 t=10509
gāng;dg 	刚	c=4 d=0.323043 t=10509
gāng;dg gāng;dg 	刚刚	c=6 d=0.3474 t=10509
gāng;dg hǎo;nz 	刚好	c=1 d=0.00396599 t=10509
gāng;dg yòng;kf 	刚用	c=1 d=0.32628 t=10509
gāo;wk qīng;dq 	高清	c=1 d=0.438235 t=10509
gāo;wk zhōng;aa,ka 	高中	c=2 d=0.00687413 t=10509
gēn;mg běn;aa,ma 	根本	c=1 d=0.0685632 t=10509
